timestamp,open,high,low,close,volume
2024-07-01 00:00:00+00:00,1.0800496714153012,1.0813975377996994,1.0778376580280538,1.0787802237812802,25787.0
2024-07-02 00:00:00+00:00,1.0792323649078526,1.0810614240085863,1.0774970316223695,1.0803203975806932,26106.0
2024-07-03 00:00:00+00:00,1.0799827706175116,1.0821896002596525,1.078728044855067,1.0799527327779728,26078.0
2024-07-04 00:00:00+00:00,1.080530516863275,1.0828323623939031,1.0790723084157854,1.081145997787257,25014.0
2024-07-05 00:00:00+00:00,1.081565812437548,1.0835737049466283,1.080117524497173,1.082750214433874,24381.0
2024-07-06 00:00:00+00:00,1.0821550789528842,1.0836215166098195,1.079240395097561,1.081436187487372,25806.0
2024-07-07 00:00:00+00:00,1.0806351439327724,1.083578438260805,1.079017722339519,1.0811535526700846,26895.0
2024-07-08 00:00:00+00:00,1.0813165484513152,1.0826181820925749,1.0789275606918736,1.0810762316793625,26652.0
2024-07-09 00:00:00+00:00,1.0812075022414611,1.0845285861044562,1.0800991139157037,1.082100210350036,27155.0
2024-07-10 00:00:00+00:00,1.082578301875992,1.0864107012741633,1.0812517600920757,1.0854463856572811,26412.0
2024-07-11 00:00:00+00:00,1.0850276547113404,1.0880129059499122,1.0836251975346758,1.0864610350029442,26810.0
2024-07-12 00:00:00+00:00,1.0865105912096975,1.0899015041697064,1.0846457355683017,1.088163364045338,27568.0
2024-07-13 00:00:00+00:00,1.0876904839564778,1.0901079033514325,1.0862660662213954,1.0890371383958213,23299.0
2024-07-14 00:00:00+00:00,1.0884310423329475,1.0914863627099414,1.0862545539479216,1.0895137899659642,24699.0
2024-07-15 00:00:00+00:00,1.089170967305256,1.090613043939389,1.0865188287001908,1.089190405791082,26158.0
2024-07-16 00:00:00+00:00,1.0899136795331343,1.0938626626391303,1.0886258427012934,1.0931783735093104,25946.0
2024-07-17 00:00:00+00:00,1.0918417275224412,1.0934768056207789,1.0892470220183803,1.0909656389373148,28115.0
2024-07-18 00:00:00+00:00,1.0915226987371007,1.096038817904542,1.0895738066259844,1.0940308315918352,25444.0
2024-07-19 00:00:00+00:00,1.0935922063615884,1.0962303535590323,1.0918782360341486,1.0939553133884363,25925.0
2024-07-20 00:00:00+00:00,1.093098301232743,1.0960810448742535,1.0909846442717297,1.092398284955724,26034.0
2024-07-21 00:00:00+00:00,1.0933530715302977,1.096558988822406,1.0915660542270142,1.0938518702632412,25319.0
2024-07-22 00:00:00+00:00,1.0941178160814915,1.0962358699329269,1.092295337282615,1.0952367070876294,25639.0
2024-07-23 00:00:00+00:00,1.093881500678846,1.0956624599982907,1.0904409848222918,1.0945857399904957,25195.0
2024-07-24 00:00:00+00:00,1.0942096045977214,1.0960889901180386,1.0923115950210678,1.0946391396628588,27362.0
2024-07-25 00:00:00+00:00,1.0944535185359805,1.0972230177308493,1.0927863828758697,1.0932258299122974,26171.0
2024-07-26 00:00:00+00:00,1.094341594469615,1.0974217311278904,1.0923268529782904,1.0954549628824302,25620.0
2024-07-27 00:00:00+00:00,1.0954796392365682,1.097669682603444,1.0936749270528978,1.096474413895831,26679.0
2024-07-28 00:00:00+00:00,1.0963643981140374,1.0992349677539917,1.0946396313656876,1.0954582010910192,25470.0
2024-07-29 00:00:00+00:00,1.096498689202359,1.1003998165041262,1.0947347693137457,1.0979135241672784,25949.0
2024-07-30 00:00:00+00:00,1.0982006502168065,1.1003009073987553,1.0957144810896935,1.098266304948418,26635.0
2024-07-31 00:00:00+00:00,1.097558081484546,1.099611281858586,1.09554729118086,1.0975324552045655,26591.0
2024-08-01 00:00:00+00:00,1.0979548284941627,1.0997542835640726,1.095106916831377,1.095887425228881,26387.0
2024-08-02 00:00:00+00:00,1.0969569088356956,1.0989658919646783,1.095107459747956,1.0955591744314512,27914.0
2024-08-03 00:00:00+00:00,1.096158725616813,1.0986353337501,1.0938647017674998,1.0975877362796105,26694.0
2024-08-04 00:00:00+00:00,1.097292045799959,1.0998013611958777,1.0954949337098472,1.0986437297831166,28017.0
2024-08-05 00:00:00+00:00,1.0981121600951569,1.100382749291852,1.0958951875283265,1.0992468940579212,28542.0
2024-08-06 00:00:00+00:00,1.098910467611068,1.1011722659990115,1.0966692480875957,1.1005271881302474,28036.0
2024-08-07 00:00:00+00:00,1.099082078576596,1.1014308219849005,1.0976775351885315,1.100283056936976,25576.0
2024-08-08 00:00:00+00:00,1.0996418628685694,1.102883983059373,1.09872539193569,1.1003085926325866,26901.0
2024-08-09 00:00:00+00:00,1.100879529319447,1.1019504733939918,1.0972251702833715,1.0980995624912284,25460.0
2024-08-10 00:00:00+00:00,1.0986441835352478,1.1001059570827936,1.0962874767227178,1.0978630781845773,27425.0
2024-08-11 00:00:00+00:00,1.0988384705489287,1.1006072812625982,1.0971591378846737,1.0978382338750567,26539.0
2024-08-12 00:00:00+00:00,1.0983108573725426,1.1004302787693223,1.0968820509643602,1.0988655470307545,25110.0
2024-08-13 00:00:00+00:00,1.098468266870731,1.100559668067857,1.096153619908151,1.0970809234920973,27452.0
2024-08-14 00:00:00+00:00,1.0971090546427047,1.098868396971623,1.0951961787528954,1.097020366651183,25500.0
2024-08-15 00:00:00+00:00,1.0964658396717446,1.0980108756377287,1.095151250400195,1.096617658346842,27742.0
2024-08-16 00:00:00+00:00,1.0961597307679092,1.097077558458721,1.0943704493087385,1.0964808024366268,23928.0
2024-08-17 00:00:00+00:00,1.0956550342206344,1.0976602556787929,1.094827712465065,1.0975628935445576,26595.0
2024-08-18 00:00:00+00:00,1.0968854255748768,1.0977183377875448,1.0952153808701202,1.0969039472189988,25682.0
2024-08-19 00:00:00+00:00,1.0963875367687888,1.0983034559594935,1.095312374899771,1.0959175809870916,25288.0
2024-08-20 00:00:00+00:00,1.0960860198400395,1.0970393514386836,1.0942380140668282,1.0952599383870376,25954.0
2024-08-21 00:00:00+00:00,1.0957199138549878,1.0982517367706084,1.09437388790538,1.0979102258329665,24823.0
2024-08-22 00:00:00+00:00,1.09668388104204,1.0986350110553895,1.0959912853688276,1.0975089373971083,28030.0
2024-08-23 00:00:00+00:00,1.0980607351940883,1.0994799147189014,1.0963054681951334,1.09737566011234,26826.0
2024-08-24 00:00:00+00:00,1.097876530867335,1.099572085703204,1.096917659711233,1.0979778784609329,27205.0
2024-08-25 00:00:00+00:00,1.0982902838324922,1.0998690606361845,1.0971578168495044,1.0980981136437478,27101.0
2024-08-26 00:00:00+00:00,1.0979427244120112,1.098898825223886,1.0955248812637497,1.0969636496675284,25812.0
2024-08-27 00:00:00+00:00,1.096592106265224,1.0979743459474298,1.095691187014864,1.0974214988900273,27017.0
2024-08-28 00:00:00+00:00,1.0975341278476207,1.0983936697957095,1.0962371969174156,1.0973421501546934,23239.0
