timestamp,open,high,low,close,volume
2024-01-02 00:00:00,1.105,1.10521,1.10487,1.1051,1457
2024-01-02 00:15:00,1.1051,1.10521,1.10473,1.10491,2116
2024-01-02 00:30:00,1.10491,1.10505,1.10458,1.10468,1447
2024-01-02 00:45:00,1.10468,1.10484,1.10438,1.10454,2466
2024-01-02 01:00:00,1.10454,1.1048,1.10442,1.10465,2206
2024-01-02 01:15:00,1.10465,1.10484,1.10436,1.10454,1326
2024-01-02 01:30:00,1.10454,1.10481,1.10442,1.10467,2960
2024-01-02 01:45:00,1.10467,1.10496,1.10454,1.10485,1735
2024-01-02 02:00:00,1.10485,1.10524,1.10467,1.10508,2494
2024-01-02 02:15:00,1.10508,1.10519,1.10488,1.10508,1161
2024-01-02 02:30:00,1.10508,1.10531,1.10492,1.10513,2764
2024-01-02 02:45:00,1.10513,1.10525,1.10496,1.10507,2354
2024-01-02 03:00:00,1.10507,1.10519,1.10481,1.10492,1476
2024-01-02 03:15:00,1.10492,1.1053,1.10478,1.10516,2708
2024-01-02 03:30:00,1.10516,1.1053,1.10498,1.1051,1546
2024-01-02 03:45:00,1.1051,1.10541,1.10499,1.10524,2300
2024-01-02 04:00:00,1.10524,1.10541,1.10495,1.10506,1777
2024-01-02 04:15:00,1.10506,1.10526,1.10478,1.10495,1449
2024-01-02 04:30:00,1.10495,1.10526,1.10477,1.10508,1469
2024-01-02 04:45:00,1.10508,1.10547,1.10494,1.10529,1135
2024-01-02 05:00:00,1.10529,1.10548,1.10495,1.10514,1644
2024-01-02 05:15:00,1.10514,1.10529,1.1048,1.10498,2316
2024-01-02 05:30:00,1.10498,1.10511,1.10486,1.10498,2149
2024-01-02 05:45:00,1.10498,1.1052,1.10484,1.10502,2195
2024-01-02 06:00:00,1.10502,1.10515,1.10478,1.10498,2043
2024-01-02 06:15:00,1.10498,1.10516,1.10478,1.10497,1313
2024-01-02 06:30:00,1.10497,1.10521,1.10483,1.10504,1130
2024-01-02 06:45:00,1.10504,1.1052,1.10481,1.10496,1514
2024-01-02 07:00:00,1.10496,1.10542,1.10486,1.10523,2476
2024-01-02 07:15:00,1.10523,1.10542,1.10481,1.10499,2574
2024-01-02 07:30:00,1.10499,1.10517,1.10484,1.10506,1929
2024-01-02 07:45:00,1.10506,1.10523,1.10458,1.10475,2990
2024-01-02 08:00:00,1.10475,1.10487,1.10455,1.10474,2782
2024-01-02 08:15:00,1.10474,1.10499,1.10459,1.10481,1407
2024-01-02 08:30:00,1.10481,1.10499,1.10444,1.10459,2594
2024-01-02 08:45:00,1.10459,1.10503,1.10443,1.10483,2000
2024-01-02 09:00:00,1.10483,1.10503,1.10435,1.10454,2703
2024-01-02 09:15:00,1.10454,1.10483,1.10441,1.10471,2161
2024-01-02 09:30:00,1.10471,1.10508,1.10456,1.10497,1141
2024-01-02 09:45:00,1.10497,1.1054,1.10486,1.10525,2351
2024-01-02 10:00:00,1.10525,1.1054,1.10509,1.10522,2786
2024-01-02 10:15:00,1.10522,1.10547,1.10503,1.10527,2546
2024-01-02 10:30:00,1.10527,1.10552,1.10514,1.1054,2375
2024-01-02 10:45:00,1.1054,1.10563,1.10525,1.10548,1247
2024-01-02 11:00:00,1.10548,1.10559,1.10522,1.10532,2134
2024-01-02 11:15:00,1.10532,1.10544,1.10504,1.10515,2292
2024-01-02 11:30:00,1.10515,1.10526,1.10477,1.10487,1676
2024-01-02 11:45:00,1.10487,1.105,1.10444,1.10461,1438
2024-01-02 12:00:00,1.10461,1.10479,1.10442,1.10462,2180
2024-01-02 12:15:00,1.10462,1.1048,1.10441,1.10459,1389
2024-01-02 12:30:00,1.10459,1.10476,1.10424,1.10437,1841
2024-01-02 12:45:00,1.10437,1.10454,1.1042,1.10437,2323
2024-01-02 13:00:00,1.10437,1.10451,1.10402,1.10415,2764
2024-01-02 13:15:00,1.10415,1.10427,1.10378,1.10394,1287
2024-01-02 13:30:00,1.10394,1.10406,1.10378,1.10391,2890
2024-01-02 13:45:00,1.10391,1.10409,1.10349,1.10367,1200
2024-01-02 14:00:00,1.10367,1.10387,1.10324,1.10342,2984
2024-01-02 14:15:00,1.10342,1.1036,1.10308,1.1032,1832
2024-01-02 14:30:00,1.1032,1.10333,1.10306,1.10321,1120
2024-01-02 14:45:00,1.10321,1.10331,1.10289,1.10303,2897
2024-01-02 15:00:00,1.10303,1.10337,1.10289,1.10322,2960
2024-01-02 15:15:00,1.10322,1.10356,1.10306,1.10338,1996
2024-01-02 15:30:00,1.10338,1.10351,1.103,1.10319,2186
2024-01-02 15:45:00,1.10319,1.10346,1.10306,1.10335,1102
2024-01-02 16:00:00,1.10335,1.10357,1.10317,1.10342,1322
2024-01-02 16:15:00,1.10342,1.10358,1.10299,1.10318,1140
2024-01-02 16:30:00,1.10318,1.10342,1.10305,1.10326,1245
2024-01-02 16:45:00,1.10326,1.1037,1.1031,1.10354,1081
2024-01-02 17:00:00,1.10354,1.10377,1.10338,1.10363,2070
2024-01-02 17:15:00,1.10363,1.10376,1.10337,1.10354,1643
2024-01-02 17:30:00,1.10354,1.10368,1.10324,1.10341,1614
2024-01-02 17:45:00,1.10341,1.1036,1.10321,1.1034,1019
2024-01-02 18:00:00,1.1034,1.1036,1.10319,1.10339,1150
2024-01-02 18:15:00,1.10339,1.10359,1.10328,1.10344,1714
2024-01-02 18:30:00,1.10344,1.10387,1.1033,1.10369,1323
2024-01-02 18:45:00,1.10369,1.10384,1.10351,1.10364,2652
2024-01-02 19:00:00,1.10364,1.10382,1.10346,1.10372,1613
